name,TIME,axes.mach.l.p[X],axes.mach.l.p[Y],axes.mach.f.p[X],axes.mach.f.p[Y],servo.SV X1.droop,servo.SV X1.delay,servo.SV Y.droop,servo.SV Y.delay
units,sec,mm,mm,mm,mm,mm,mSec,mm,mSec
0,   0.000000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
1,   0.159000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
2,   0.160000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
3,   0.161000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
4,   0.565000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
5,   0.566000,   -1209.527612,   -1112.314463,   -1209.525466,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
6,   0.567000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
7,   0.572000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
8,   0.573000,   -1209.527612,   -1112.314463,   -1209.525466,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
9,   0.574000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
10,   0.600000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
11,   0.601000,   -1209.527612,   -1112.314463,   -1209.525466,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
12,   0.602000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
13,   0.604000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
14,   0.605000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
15,   0.606000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
16,   0.625000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
17,   0.626000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
18,   0.627000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
19,   0.640000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
20,   0.641000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
21,   0.643000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
22,   0.644000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
23,   0.654000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
24,   0.655000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
25,   0.663000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
26,   0.664000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
27,   0.670000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
28,   0.671000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
29,   0.682000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
30,   0.683000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
31,   0.690000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
32,   0.691000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
33,   0.701000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
34,   0.702000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
35,   0.708000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
36,   0.709000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
37,   0.718000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
38,   0.719000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
39,   0.725000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
40,   0.726000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
41,   0.734000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
42,   0.735000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
43,   0.744000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
44,   0.745000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
45,   0.753000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
46,   0.754000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
47,   0.762000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
48,   0.763000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
49,   0.766000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
50,   0.767000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
51,   0.768000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
52,   0.769000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
53,   0.780000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
54,   0.781000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
55,   0.783000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
56,   0.784000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
57,   0.785000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
58,   0.787000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
59,   0.788000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
60,   0.796000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
61,   0.797000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
62,   0.798000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
63,   0.799000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
64,   0.800000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
65,   0.801000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
66,   0.802000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
67,   0.803000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
68,   0.804000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
69,   0.805000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
70,   0.815000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
71,   0.816000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
72,   0.818000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
73,   0.819000,   -1209.527612,   -1112.314463,   -1209.525466,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
74,   0.820000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
75,   0.826000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
76,   0.827000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
77,   0.835000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
78,   0.836000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
79,   0.844000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
80,   0.845000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
81,   0.853000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
82,   0.854000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
83,   0.865000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
84,   0.866000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
85,   0.999000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
86,   1.000000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
87,   1.018000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
88,   1.019000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
89,   1.020000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
90,   1.021000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
91,   1.023000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
92,   1.024000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
93,   1.025000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
94,   1.029000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
95,   1.030000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
96,   1.094000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
97,   1.095000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
98,   1.096000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
99,   1.183000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
100,   1.184000,   -1209.527612,   -1112.314463,   -1209.525466,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
101,   1.185000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
102,   1.520000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
103,   1.521000,   -1209.527612,   -1112.314463,   -1209.525466,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
104,   1.522000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
105,   1.631000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
106,   1.632000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
107,   1.633000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
108,   1.668000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
109,   1.669000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
110,   1.670000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
111,   1.671000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
112,   1.720000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
113,   1.721000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
114,   1.722000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
115,   1.741000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
116,   1.742000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
117,   1.743000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
118,   1.744000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
119,   1.745000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
120,   1.779000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
121,   1.780000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
122,   1.781000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
123,   1.801000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
124,   1.802000,   -1209.527612,   -1112.314463,   -1209.525466,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
125,   1.803000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
126,   1.999000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
127,   2.000000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
128,   2.124000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
129,   2.125000,   -1209.527612,   -1112.314463,   -1209.525466,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
130,   2.126000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
131,   2.336000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
132,   2.337000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
133,   2.358000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
134,   2.359000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
135,   2.392000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
136,   2.393000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
137,   2.398000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
138,   2.399000,   -1209.527612,   -1112.314463,   -1209.525466,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
139,   2.400000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
140,   2.401000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
141,   2.402000,   -1209.527612,   -1112.314463,   -1209.525466,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
142,   2.403000,   -1209.527612,   -1112.314463,   -1209.525466,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
143,   2.404000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
144,   2.405000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
145,   2.406000,   -1209.527612,   -1112.314463,   -1209.525466,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
146,   2.407000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
147,   2.417000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
148,   2.418000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
149,   2.432000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
150,   2.433000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
151,   2.440000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
152,   2.441000,   -1209.527612,   -1112.314463,   -1209.525466,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
153,   2.442000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
154,   2.454000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
155,   2.455000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
156,   2.456000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
157,   2.460000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
158,   2.461000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
159,   2.462000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
160,   2.463000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
161,   2.464000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
162,   2.471000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
163,   2.472000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
164,   2.475000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
165,   2.476000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
166,   2.477000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
167,   2.478000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
168,   2.494000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
169,   2.495000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
170,   2.532000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
171,   2.533000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,      -0.000032,       0.000000
172,   2.534000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
173,   2.551000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
174,   2.552000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
175,   2.553000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
176,   2.554000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000000,       0.000000
177,   2.555000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
178,   2.577000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
179,   2.578000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000064,       0.000000
180,   2.579000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
181,   2.613000,   -1209.527612,   -1112.314463,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
182,   2.614000,   -1209.527612,   -1112.314343,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
183,   2.615000,   -1209.527612,   -1112.314105,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
184,   2.616000,   -1209.527612,   -1112.313628,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
185,   2.617000,   -1209.527612,   -1112.313032,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000032,       0.000000
186,   2.618000,   -1209.527612,   -1112.312198,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000064,       0.000000
187,   2.619000,   -1209.527612,   -1112.311125,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000064,       0.000000
188,   2.620000,   -1209.527612,   -1112.309694,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000095,       0.000000
189,   2.621000,   -1209.527612,   -1112.307787,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000095,       0.000000
190,   2.622000,   -1209.527612,   -1112.305641,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000127,       0.000000
191,   2.623000,   -1209.527612,   -1112.303019,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000223,       0.000000
192,   2.624000,   -1209.527612,   -1112.299800,   -1209.525585,   -1112.366319,       0.000000,       0.000000,       0.000350,       0.000000
193,   2.625000,   -1209.527612,   -1112.296224,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000477,       0.000000
194,   2.626000,   -1209.527612,   -1112.292051,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.000699,       0.000000
195,   2.627000,   -1209.527612,   -1112.287164,   -1209.525585,   -1112.366199,       0.000000,       0.000000,       0.001017,       0.000000
196,   2.628000,   -1209.527612,   -1112.281799,   -1209.525585,   -1112.366080,       0.000000,       0.000000,       0.001399,       0.000000
197,   2.629000,   -1209.527612,   -1112.275600,   -1209.525585,   -1112.365961,       0.000000,       0.000000,       0.001876,       0.000000
198,   2.630000,   -1209.527612,   -1112.268806,   -1209.525585,   -1112.365842,       0.000000,       0.000000,       0.002511,       0.000000
199,   2.631000,   -1209.527612,   -1112.261176,   -1209.525585,   -1112.365723,       0.000000,       0.000000,       0.003306,       0.000000
200,   2.632000,   -1209.527612,   -1112.252712,   -1209.525585,   -1112.365365,       0.000000,       0.000000,       0.004228,       0.000000
201,   2.633000,   -1209.527612,   -1112.243533,   -1209.525585,   -1112.365127,       0.000000,       0.000000,       0.005373,       0.000000
202,   2.634000,   -1209.527612,   -1112.233400,   -1209.525585,   -1112.364650,       0.000000,       0.000000,       0.006740,       0.000000
203,   2.635000,   -1209.527612,   -1112.222314,   -1209.525585,   -1112.364054,       0.000000,       0.000000,       0.008234,       0.000000
204,   2.636000,   -1209.527612,   -1112.210274,   -1209.525585,   -1112.363338,       0.000000,       0.000000,       0.010014,       0.000000
205,   2.637000,   -1209.527612,   -1112.197280,   -1209.525585,   -1112.362504,       0.000000,       0.000000,       0.012017,       0.000000
206,   2.638000,   -1209.527612,   -1112.183332,   -1209.525585,   -1112.361312,       0.000000,       0.000000,       0.014274,       0.000000
207,   2.639000,   -1209.527612,   -1112.168193,   -1209.525585,   -1112.360001,       0.000000,       0.000000,       0.016754,       0.000000
208,   2.640000,   -1209.527612,   -1112.151861,   -1209.525585,   -1112.358212,       0.000000,       0.000000,       0.019456,       0.000000
209,   2.641000,   -1209.527612,   -1112.134457,   -1209.525585,   -1112.356186,       0.000000,       0.000000,       0.022381,       0.000000
210,   2.642000,   -1209.527612,   -1112.115860,   -1209.525585,   -1112.353683,       0.000000,       0.000000,       0.025496,       0.000000
211,   2.643000,   -1209.527612,   -1112.096071,   -1209.525585,   -1112.350702,       0.000000,       0.000000,       0.028834,       0.000000
212,   2.644000,   -1209.527612,   -1112.074971,   -1209.525585,   -1112.347245,       0.000000,       0.000000,       0.032363,       0.000000
213,   2.645000,   -1209.527612,   -1112.052441,   -1209.525585,   -1112.343192,       0.000000,       0.000000,       0.036019,       0.000000
214,   2.646000,   -1209.527612,   -1112.028718,   -1209.525585,   -1112.338662,       0.000000,       0.000000,       0.039866,       0.000000
