name,TIME,axes.mach.l.p[X],axes.mach.l.p[Y],axes.mach.l.v[X],axes.mach.l.v[Y],axes.mach.d.p[X],axes.mach.s.p[X],axes.mach.s.p[Y],axes.mach.f.p[X],axes.mach.f.p[Y],axes.mach.f.v[X],axes.mach.f.v[Y]
units,sec,mm,mm,mm/min,mm/min,mm,mm,mm,mm,mm,mm/min,mm/min
656,   1.039000,     103.776641,       4.420265,     671.431851,    -562.916659,     103.537560,     103.537560,       4.429793,     103.524417,       4.440742,       0.738684,      -0.608726
657,   1.040000,     103.787601,       4.411030,     644.215029,    -545.361489,     103.548869,     103.548869,       4.420265,     103.536248,       4.430889,       0.709772,      -0.591204
658,   1.041000,     103.798114,       4.402087,     617.731344,    -527.840182,     103.559725,     103.559725,       4.411030,     103.547610,       4.421328,       0.681625,      -0.573650
659,   1.042000,     103.808194,       4.393435,     591.965932,    -510.376319,     103.570133,     103.570133,       4.402087,     103.558511,       4.412060,       0.654228,      -0.556089
660,   1.043000,     103.817850,       4.385073,     566.904265,    -492.992364,     103.580110,     103.580110,       4.393435,     103.568971,       4.402087,       0.627566,      -0.598385
661,   1.044000,     103.827097,       4.377001,     542.532261,    -475.709774,     103.589676,     103.589676,       4.385073,     103.579000,       4.393435,       0.601624,      -0.519103
662,   1.045000,     103.835940,       4.369216,     518.836007,    -458.548944,     103.598826,     103.598826,       4.377001,     103.588603,       4.385073,       0.576387,      -0.501677
663,   1.046000,     103.844397,       4.361715,     495.801978,    -441.529350,     103.607580,     103.607580,       4.369216,     103.597805,       4.377001,       0.551842,      -0.484342
664,   1.047000,     103.852473,       4.354497,     473.416988,    -424.669459,     103.615947,     103.615947,       4.361715,     103.607580,       4.369216,       0.586638,      -0.467118
665,   1.048000,     103.860177,       4.347559,     451.668324,    -407.986846,     103.623949,     103.623949,       4.354497,     103.615947,       4.361715,       0.502192,      -0.450027
666,   1.049000,     103.867531,       4.340896,     430.543525,    -391.498273,     103.631578,     103.631578,       4.347559,     103.623949,       4.354497,       0.479710,      -0.433085
667,   1.050000,     103.874534,       4.334508,     410.030605,    -375.219556,     103.638850,     103.638850,       4.340896,     103.631578,       4.347559,       0.457865,      -0.416313
668,   1.051000,     103.881203,       4.328388,     390.117941,    -359.165780,     103.645787,     103.645787,       4.334508,     103.638850,       4.340896,       0.436644,      -0.399726
669,   1.052000,     103.887543,       4.322534,     370.794358,    -343.351169,     103.652388,     103.652388,       4.328388,     103.645787,       4.334508,       0.416034,      -0.383341
670,   1.053000,     103.893563,       4.316941,     352.049042,    -327.789299,     103.658661,     103.658661,       4.322534,     103.652388,       4.328388,       0.396024,      -0.367173
671,   1.054000,     103.899278,       4.311606,     333.871627,    -312.492913,     103.664629,     103.664629,       4.316941,     103.658661,       4.322534,       0.376603,      -0.351238
672,   1.055000,     103.904694,       4.306524,     316.252140,    -297.474107,     103.670284,     103.670284,       4.311606,     103.664629,       4.316941,       0.357760,      -0.335549
673,   1.056000,     103.909820,       4.301689,     299.181081,    -282.744309,     103.675649,     103.675649,       4.306524,     103.670284,       4.311606,       0.339484,      -0.320118
674,   1.057000,     103.914671,       4.297097,     282.649286,    -268.314248,     103.680722,     103.680722,       4.301689,     103.675649,       4.306524,       0.321766,      -0.304960
675,   1.058000,     103.919245,       4.292743,     266.648065,    -254.194094,     103.685528,     103.685528,       4.297097,     103.680722,       4.301689,       0.304595,      -0.290085
676,   1.059000,     103.923559,       4.288622,     251.169121,    -240.393402,     103.690058,     103.690058,       4.292743,     103.685528,       4.297097,       0.287962,      -0.275504
677,   1.060000,     103.927620,       4.284728,     236.204574,    -226.921127,     103.694327,     103.694327,       4.288622,     103.690058,       4.292743,       0.271859,      -0.261228
678,   1.061000,     103.931442,       4.281056,     221.746950,    -213.785679,     103.698343,     103.698343,       4.284728,     103.694327,       4.288622,       0.256277,      -0.247267
679,   1.062000,     103.935018,       4.277600,     207.789140,    -200.994951,     103.702120,     103.702120,       4.281056,     103.698343,       4.284728,       0.241208,      -0.233630
680,   1.063000,     103.938371,       4.274354,     194.324492,    -188.556318,     103.705667,     103.705667,       4.277600,     103.702120,       4.281056,       0.226644,      -0.220325
681,   1.064000,     103.941500,       4.271313,     181.346680,    -176.476655,     103.708982,     103.708982,       4.274354,     103.705667,       4.277600,       0.212579,      -0.207361
682,   1.065000,     103.944413,       4.268470,     168.849807,    -164.762386,     103.712082,     103.712082,       4.271313,     103.708982,       4.274354,       0.199006,      -0.194746
683,   1.066000,     103.947125,       4.265819,     156.828300,    -153.419492,     103.714973,     103.714973,       4.268470,     103.712082,       4.271313,       0.185917,      -0.182486
684,   1.067000,     103.949644,       4.263354,     145.276976,    -142.453504,     103.717655,     103.717655,       4.265819,     103.714973,       4.268470,       0.173308,      -0.170589
685,   1.068000,     103.951976,       4.261069,     134.191001,    -131.869535,     103.720151,     103.720151,       4.263354,     103.717655,       4.265819,       0.161172,      -0.159060
686,   1.069000,     103.954121,       4.258956,     123.565877,    -121.672349,     103.722453,     103.722453,       4.261069,     103.720151,       4.263354,       0.149504,      -0.147905
687,   1.070000,     103.956096,       4.257010,     113.397448,    -111.866277,     103.724577,     103.724577,       4.258956,     103.722453,       4.261069,       0.138298,      -0.137129
688,   1.071000,     103.957906,       4.255225,     103.681865,    -102.455334,     103.726536,     103.726536,       4.257010,     103.724577,       4.258956,       0.127552,      -0.126739
689,   1.072000,     103.959553,       4.253593,      94.415615,     -93.443168,     103.728324,     103.728324,       4.255225,     103.726536,       4.257010,       0.117259,      -0.116737
690,   1.073000,     103.961051,       4.252108,      85.595450,     -84.833123,     103.729956,     103.729956,       4.253593,     103.728324,       4.255225,       0.107417,      -0.107128
691,   1.074000,     103.962407,       4.250763,      77.218430,     -76.628225,     103.731446,     103.731446,       4.252108,     103.729956,       4.253593,       0.098021,      -0.097916
692,   1.075000,     103.963628,       4.249551,      69.281885,     -68.831204,     103.732787,     103.732787,       4.250763,     103.731446,       4.252108,       0.089069,      -0.089105
693,   1.076000,     103.964724,       4.248466,      61.783399,     -61.444519,     103.733994,     103.733994,       4.249551,     103.732787,       4.250763,       0.080556,      -0.080697
694,   1.077000,     103.965692,       4.247501,      54.720825,     -54.470364,     103.735074,     103.735074,       4.248466,     103.733994,       4.249551,       0.072481,      -0.072696
695,   1.078000,     103.966549,       4.246648,      48.092235,     -47.910690,     103.736036,     103.736036,       4.247501,     103.735074,       4.248466,       0.064841,      -0.065104
696,   1.079000,     103.967294,       4.245901,      41.895927,     -41.767219,     103.736885,     103.736885,       4.246648,     103.736036,       4.247501,       0.057634,      -0.057923
697,   1.080000,     103.967950,       4.245254,      36.130414,     -36.041454,     103.737622,     103.737622,       4.245901,     103.736885,       4.246648,       0.050857,      -0.051156
698,   1.081000,     103.968501,       4.244698,      30.794400,     -30.734700,     103.738263,     103.738263,       4.245254,     103.737622,       4.245901,       0.044509,      -0.044804
699,   1.082000,     103.968978,       4.244227,      25.886773,     -25.848071,     103.738822,     103.738822,       4.244698,     103.738263,       4.245254,       0.038588,      -0.038869
700,   1.083000,     103.969365,       4.243834,      21.406595,     -21.382518,     103.739284,     103.739284,       4.244227,     103.738822,       4.244698,       0.033092,      -0.033353
701,   1.084000,     103.969693,       4.243512,      17.353077,     -17.338826,     103.739671,     103.739671,       4.243834,     103.739284,       4.244227,       0.028022,      -0.028256
702,   1.085000,     103.969947,       4.243254,      13.725577,     -13.717645,     103.739992,     103.739992,       4.243512,     103.739671,       4.243834,       0.023375,      -0.023580
703,   1.086000,     103.970148,       4.243052,      10.523576,     -10.519493,     103.740253,     103.740253,       4.243254,     103.739992,       4.243512,       0.019151,      -0.019325
704,   1.087000,     103.970304,       4.242901,       7.746670,      -7.744772,     103.740446,     103.740446,       4.243052,     103.740253,       4.243254,       0.015349,      -0.015493
705,   1.088000,     103.970408,       4.242792,       5.394556,      -5.393787,     103.740603,     103.740603,       4.242901,     103.740446,       4.243052,       0.011968,      -0.012083
706,   1.089000,     103.970483,       4.242719,       3.467014,      -3.466759,     103.740707,     103.740707,       4.242792,     103.740603,       4.242901,       0.009009,      -0.009097
707,   1.090000,     103.970528,       4.242674,       1.963896,      -1.963835,     103.740782,     103.740782,       4.242719,     103.740707,       4.242792,       0.006470,      -0.006534
708,   1.091000,     103.970550,       4.242651,       0.885112,      -0.885104,     103.740826,     103.740826,       4.242674,     103.740782,       4.242719,       0.004351,      -0.004395
709,   1.092000,     103.970565,       4.242642,       0.230615,      -0.230615,     103.740849,     103.740849,       4.242651,     103.740826,       4.242674,       0.002653,      -0.002680
710,   1.093000,     103.970565,       4.242641,       0.000386,      -0.000386,     103.740856,     103.740856,       4.242642,     103.740849,       4.242651,       0.001375,      -0.001389
711,   1.094000,     103.970565,       4.242640,       0.000000,       0.000000,     103.740856,     103.740856,       4.242641,     103.740856,       4.242642,       0.000517,      -0.000523
712,   1.095000,     103.970565,       4.242640,       0.000000,       0.000000,     103.740856,     103.740856,       4.242640,     103.740856,       4.242641,       0.000079,      -0.000080
713,   1.096000,     103.970565,       4.242640,       0.000000,       0.000000,     103.740856,     103.740856,       4.242640,     103.740856,       4.242640,       0.000000,      -0.000000
714,   1.097000,     103.970565,       4.242640,       0.000000,       0.000000,     103.740856,     103.740856,       4.242640,     103.740856,       4.242640,       0.000000,       0.000000
715,   1.591000,     103.970565,       4.242640,       0.000000,       0.000000,     103.740856,     103.740856,       4.242640,     103.740856,       4.242640,       0.000000,       0.000000
