name,TIME,axes.mach.l.p[X],axes.mach.l.p[Y],axes.mach.l.v[X],axes.mach.l.v[Y],axes.mach.d.p[X],axes.mach.s.p[X],axes.mach.s.p[Y],axes.mach.f.p[X],axes.mach.f.p[Y],axes.mach.f.v[X],axes.mach.f.v[Y]
units,sec,mm,mm,mm/min,mm/min,mm,mm,mm,mm,mm,mm/min,mm/min
0,   0.000000,     101.849243,       2.121320,       0.000000,       0.000000,     101.640753,     101.640753,       2.121320,     101.640753,       2.121320,       0.000000,       0.000000
1,   0.381000,     101.849243,       2.121320,       0.000000,       0.000000,     101.640753,     101.640753,       2.121320,     101.640753,       2.121320,       0.000000,       0.000000
2,   0.382000,     101.849243,       2.121320,       0.000000,       0.000000,     101.640753,     101.640753,       2.121320,     101.640753,       2.121320,      -0.000000,       0.000000
3,   0.383000,     101.849243,       2.121320,       0.000000,       0.000000,     101.640753,     101.640753,       2.121320,     101.640753,       2.121320,       0.000000,       0.000000
4,   0.387000,     101.849243,       2.121320,       0.000000,       0.000000,     101.640753,     101.640753,       2.121320,     101.640753,       2.121320,       0.000000,       0.000000
5,   0.388000,     101.849250,       2.121326,       1.050000,       1.050000,     101.640753,     101.640753,       2.121320,     101.640753,       2.121320,       0.000000,       0.000000
6,   0.389000,     101.849288,       2.121367,       4.200000,       4.200000,     101.640753,     101.640753,       2.121326,     101.640753,       2.121320,       0.000000,       0.000000
7,   0.390000,     101.849400,       2.121478,       9.450000,       9.450000,     101.640798,     101.640798,       2.121367,     101.640753,       2.121326,       0.000347,       0.000350
8,   0.391000,     101.849616,       2.121694,      16.800000,      16.800000,     101.640902,     101.640902,       2.121478,     101.640798,       2.121367,       0.002426,       0.002450
9,   0.392000,     101.849973,       2.122049,      26.250001,      26.250001,     101.641119,     101.641119,       2.121694,     101.640902,       2.121478,       0.006584,       0.006650
10,   0.393000,     101.850502,       2.122580,      37.800001,      37.800001,     101.641469,     101.641469,       2.122049,     101.641119,       2.121694,       0.012820,       0.012950
11,   0.394000,     101.851240,       2.123321,      51.450001,      51.450001,     101.641998,     101.641998,       2.122580,     101.641469,       2.122049,       0.021137,       0.021350
12,   0.395000,     101.852231,       2.124307,      67.200002,      67.200002,     101.642728,     101.642728,       2.123321,     101.641998,       2.122580,       0.031532,       0.031850
13,   0.396000,     101.853497,       2.125573,      85.049998,      85.049998,     101.643704,     101.643704,       2.124307,     101.642728,       2.123321,       0.044005,       0.044450
14,   0.397000,     101.855077,       2.127154,     105.000003,     105.000003,     101.644963,     101.644963,       2.125573,     101.643704,       2.124307,       0.058559,       0.059150
15,   0.398000,     101.857007,       2.129084,     127.049997,     127.049997,     101.646528,     101.646528,       2.127154,     101.644963,       2.125573,       0.075191,       0.075950
16,   0.399000,     101.859324,       2.131400,     151.200006,     151.200006,     101.648435,     101.648435,       2.129084,     101.646528,       2.127154,       0.093901,       0.094850
17,   0.400000,     101.862058,       2.134136,     177.450003,     177.450003,     101.650730,     101.650730,       2.131400,     101.648435,       2.129084,       0.114692,       0.115850
18,   0.401000,     101.865247,       2.137327,     205.800002,     205.800002,     101.653434,     101.653434,       2.134136,     101.650730,       2.131400,       0.137560,       0.138950
19,   0.402000,     101.868927,       2.141008,     236.250004,     236.250004,     101.656593,     101.656593,       2.137327,     101.653434,       2.134136,       0.162508,       0.164150
20,   0.403000,     101.873137,       2.145214,     268.800007,     268.800007,     101.660244,     101.660244,       2.141008,     101.656593,       2.137327,       0.189535,       0.191450
21,   0.404000,     101.877898,       2.149980,     303.450013,     303.450013,     101.664402,     101.664402,       2.145214,     101.660244,       2.141008,       0.218641,       0.220850
22,   0.405000,     101.883262,       2.155340,     340.199992,     340.199992,     101.669125,     101.669125,       2.149980,     101.664402,       2.145214,       0.249826,       0.252350
23,   0.406000,     101.889253,       2.161331,     379.050002,     379.050002,     101.674430,     101.674430,       2.155340,     101.669125,       2.149980,       0.283091,       0.285950
24,   0.407000,     101.895906,       2.167987,     420.000013,     420.000013,     101.680361,     101.680361,       2.161331,     101.674430,       2.155340,       0.318433,       0.321650
25,   0.408000,     101.903267,       2.175343,     463.049999,     463.049999,     101.686947,     101.686947,       2.167987,     101.680361,       2.161331,       0.355855,       0.359450
26,   0.409000,     101.911359,       2.183434,     508.199986,     508.199986,     101.694234,     101.694234,       2.175343,     101.686947,       2.167987,       0.395357,       0.399350
27,   0.410000,     101.920217,       2.192294,     555.450004,     555.450004,     101.702243,     101.702243,       2.183434,     101.694234,       2.175343,       0.436936,       0.441350
28,   0.411000,     101.929881,       2.201960,     604.800023,     604.800023,     101.711012,     101.711012,       2.192294,     101.702243,       2.183434,       0.480596,       0.485450
29,   0.412000,     101.940386,       2.212466,     656.249989,     656.249989,     101.720586,     101.720586,       2.201960,     101.711012,       2.192294,       0.526333,       0.531650
30,   0.413000,     101.951770,       2.223847,     709.800012,     709.800012,     101.730987,     101.730987,       2.212466,     101.720586,       2.201960,       0.574150,       0.579950
31,   0.414000,     101.964056,       2.236138,     765.449982,     765.449982,     101.742253,     101.742253,       2.223847,     101.729944,       2.211416,       0.561642,       0.567315
32,   0.415000,     101.977289,       2.249368,     821.973346,     821.973346,     101.754420,     101.754420,       2.236138,     101.741023,       2.222604,       0.664584,       0.671296
33,   0.416000,     101.991445,       2.263526,     876.513440,     876.513440,     101.767518,     101.767518,       2.249368,     101.753078,       2.234784,       0.723526,       0.730835
34,   0.417000,     102.006495,       2.278574,     928.953476,     928.953476,     101.781532,     101.781532,       2.263526,     101.766072,       2.247910,       0.779662,       0.787537
35,   0.418000,     102.022402,       2.294479,     979.293510,     979.293510,     101.796433,     101.796433,       2.278574,     101.779990,       2.261964,       0.834798,       0.843230
36,   0.419000,     102.039129,       2.311205,    1027.533598,    1027.533598,     101.812176,     101.812176,       2.294479,     101.794787,       2.276913,       0.887971,       0.896941
37,   0.420000,     102.056637,       2.328718,    1073.673628,    1073.673628,     101.828739,     101.828739,       2.311205,     101.810440,       2.292722,       0.939077,       0.948563
38,   0.421000,     102.074906,       2.346983,    1117.713712,    1117.713712,     101.846077,     101.846077,       2.328718,     101.826906,       2.309357,       0.988105,       0.998086
39,   0.422000,     102.093883,       2.365964,    1159.653738,    1159.653738,     101.864159,     101.864159,       2.346983,     101.844154,       2.326782,       1.035054,       1.045509
40,   0.423000,     102.113545,       2.385626,    1199.493818,    1199.493818,     101.882949,     101.882949,       2.365964,     101.862155,       2.344963,       1.079924,       1.090833
41,   0.424000,     102.133855,       2.405935,    1237.233840,    1237.233840,     101.902410,     101.902410,       2.385626,     101.880871,       2.363864,       1.122716,       1.134056
42,   0.425000,     102.154776,       2.426856,    1272.873916,    1272.873916,     101.922520,     101.922520,       2.405935,     101.900257,       2.383450,       1.163428,       1.175179
43,   0.426000,     102.176271,       2.448353,    1306.414045,    1306.414045,     101.943232,     101.943232,       2.426856,     101.920292,       2.403687,       1.202061,       1.214203
44,   0.427000,     102.198310,       2.470391,    1337.854005,    1337.854005,     101.964511,     101.964511,       2.448353,     101.940937,       2.424539,       1.238615,       1.251126
45,   0.428000,     102.220856,       2.492936,    1367.194131,    1367.194131,     101.986334,     101.986334,       2.470391,     101.962157,       2.445971,       1.273090,       1.285950
46,   0.429000,     102.243878,       2.515953,    1394.434199,    1394.434199,     102.008648,     102.008648,       2.492936,     101.983912,       2.467949,       1.305486,       1.318673
47,   0.430000,     102.267325,       2.539406,    1419.574209,    1419.574209,     102.031440,     102.031440,       2.515953,     102.006175,       2.490438,       1.335803,       1.349297
48,   0.431000,     102.291182,       2.563260,    1442.614272,    1442.614272,     102.054656,     102.054656,       2.539406,     102.028906,       2.513401,       1.364042,       1.377820
49,   0.432000,     102.315404,       2.587481,    1463.554278,    1463.554278,     102.078274,     102.078274,       2.563260,     102.052078,       2.536805,       1.390201,       1.404243
50,   0.433000,     102.339953,       2.612034,    1482.394338,    1482.394338,     102.102250,     102.102250,       2.587481,     102.075651,       2.560615,       1.414281,       1.428567
51,   0.434000,     102.364808,       2.636883,    1499.134451,    1499.134451,     102.126554,     102.126554,       2.612034,     102.099590,       2.584795,       1.436282,       1.450790
52,   0.435000,     102.389917,       2.661993,    1513.774507,    1513.774507,     102.151155,     102.151155,       2.636883,     102.123857,       2.609310,       1.456204,       1.470913
53,   0.436000,     102.415249,       2.687330,    1526.314616,    1526.314616,     102.176018,     102.176018,       2.661993,     102.148429,       2.634125,       1.474047,       1.488937
54,   0.437000,     102.440782,       2.712859,    1536.754668,    1536.754668,     102.201097,     102.201097,       2.687330,     102.173254,       2.659206,       1.489812,       1.504860
55,   0.438000,     102.466464,       2.738544,    1545.094661,    1545.094661,     102.226377,     102.226377,       2.712859,     102.198318,       2.684518,       1.503497,       1.518684
56,   0.439000,     102.492273,       2.764350,    1551.334709,    1551.334709,     102.251798,     102.251798,       2.738544,     102.223568,       2.710025,       1.515103,       1.530407
57,   0.440000,     102.518164,       2.790243,    1555.474810,    1555.474810,     102.277346,     102.277346,       2.764350,     102.248974,       2.735692,       1.524630,       1.540030
58,   0.441000,     102.544107,       2.816188,    1557.514854,    1557.514854,     102.302983,     102.302983,       2.790243,     102.274515,       2.761484,       1.532078,       1.547554
59,   0.442000,     102.570072,       2.842149,    1557.454951,    1557.454951,     102.328666,     102.328666,       2.816188,     102.300137,       2.787367,       1.537447,       1.552977
60,   0.443000,     102.596015,       2.868091,    1555.294991,    1555.294991,     102.354370,     102.354370,       2.842149,     102.325812,       2.813305,       1.540738,       1.556301
61,   0.444000,     102.621906,       2.893980,    1551.034972,    1551.034972,     102.380052,     102.380052,       2.868091,     102.351516,       2.839264,       1.541949,       1.557524
62,   0.445000,     102.647699,       2.919781,    1544.675119,    1544.675119,     102.405682,     102.405682,       2.893980,     102.377199,       2.865208,       1.541081,       1.556647
63,   0.446000,     102.673382,       2.945458,    1536.215097,    1536.215097,     102.431223,     102.431223,       2.919781,     102.402836,       2.891103,       1.538134,       1.553671
64,   0.447000,     102.698900,       2.970976,    1525.655240,    1525.655240,     102.456644,     102.456644,       2.945458,     102.428384,       2.916913,       1.533108,       1.548594
65,   0.448000,     102.724224,       2.996301,    1512.995213,    1512.995213,     102.481909,     102.481909,       2.970976,     102.453820,       2.942603,       1.526003,       1.541417
66,   0.449000,     102.749318,       3.021398,    1498.235352,    1498.235352,     102.506980,     102.506980,       2.996301,     102.479100,       2.968139,       1.516820,       1.532141
67,   0.450000,     102.774151,       3.046231,    1481.375322,    1481.375322,     102.531828,     102.531828,       3.021398,     102.504194,       2.993485,       1.505557,       1.520764
68,   0.451000,     102.798685,       3.070765,    1462.415457,    1462.415457,     102.556407,     102.556407,       3.046231,     102.529064,       3.018606,       1.492215,       1.507288
69,   0.452000,     102.822885,       3.094966,    1441.355422,    1441.355422,     102.580704,     102.580704,       3.070765,     102.553673,       3.043468,       1.476794,       1.491711
70,   0.453000,     102.846719,       3.118799,    1418.195553,    1418.195553,     102.604657,     102.604657,       3.094966,     102.577999,       3.068035,       1.459294,       1.474035
71,   0.454000,     102.870151,       3.142228,    1392.935626,    1392.935626,     102.628253,     102.628253,       3.118799,     102.601990,       3.092273,       1.439715,       1.454258
72,   0.455000,     102.893144,       3.165218,    1365.575641,    1365.575641,     102.651447,     102.651447,       3.142228,     102.625631,       3.116146,       1.418057,       1.432381
73,   0.456000,     102.915660,       3.187735,    1336.115710,    1336.115710,     102.674209,     102.674209,       3.165218,     102.648869,       3.139619,       1.394321,       1.408405
74,   0.457000,     102.937669,       3.209744,    1304.555722,    1304.555722,     102.696501,     102.696501,       3.187735,     102.671675,       3.162658,       1.368505,       1.382328
75,   0.458000,     102.959134,       3.231209,    1270.895787,    1270.895787,     102.718286,     102.718286,       3.209744,     102.694020,       3.185228,       1.340610,       1.354151
76,   0.459000,     102.980018,       3.252095,    1235.135905,    1235.135905,     102.739543,     102.739543,       3.231209,     102.715865,       3.207292,       1.310636,       1.323875
77,   0.460000,     103.000291,       3.272368,    1197.275966,    1197.275966,     102.760218,     102.760218,       3.252095,     102.737173,       3.228817,       1.278583,       1.291498
78,   0.461000,     103.019916,       3.291993,    1157.315969,    1157.315969,     102.780290,     102.780290,       3.272368,     102.757916,       3.249767,       1.244451,       1.257022
79,   0.462000,     103.038855,       3.310934,    1115.256026,    1115.256026,     102.799714,     102.799714,       3.291993,     102.778047,       3.270108,       1.208241,       1.220445
80,   0.463000,     103.057079,       3.329156,    1071.096137,    1071.096137,     102.818467,     102.818467,       3.310934,     102.797545,       3.289804,       1.169951,       1.181768
81,   0.464000,     103.074551,       3.346625,    1024.836190,    1024.836190,     102.836505,     102.836505,       3.329156,     102.816373,       3.308821,       1.129582,       1.140992
82,   0.465000,     103.091225,       3.363306,     976.476185,     976.476185,     102.853805,     102.853805,       3.346625,     102.834493,       3.327123,       1.087134,       1.098115
83,   0.466000,     103.107087,       3.379163,     926.016290,     926.016290,     102.870315,     102.870315,       3.363306,     102.851868,       3.344675,       1.042607,       1.053139
84,   0.467000,     103.122085,       3.394161,     873.456337,     873.456337,     102.886014,     102.886014,       3.379163,     102.868468,       3.361443,       0.996001,       1.006062
85,   0.468000,     103.136189,       3.408266,     818.796381,     818.796381,     102.900863,     102.900863,       3.394161,     102.884263,       3.377391,       0.947316,       0.956885
86,   0.469000,     103.149362,       3.421443,     762.216523,     762.216523,     102.914825,     102.914825,       3.408266,     102.899201,       3.392484,       0.896553,       0.905609
87,   0.470000,     103.161603,       3.433681,     706.686359,     706.686359,     102.927871,     102.927871,       3.421443,     102.913260,       3.406688,       0.843710,       0.852232
88,   0.471000,     103.172936,       3.445011,     653.256252,     653.256252,     102.939986,     102.939986,       3.433681,     102.926411,       3.419968,       0.788804,       0.796771
89,   0.472000,     103.183389,       3.455468,     601.926148,     601.926148,     102.951206,     102.951206,       3.445011,     102.938630,       3.432310,       0.733121,       0.740526
90,   0.473000,     103.193007,       3.465087,     552.696045,     552.696045,     102.961555,     102.961555,       3.455468,     102.949947,       3.443741,       0.679011,       0.685869
91,   0.474000,     103.201821,       3.473903,     505.565945,     505.565945,     102.971077,     102.971077,       3.465087,     102.960393,       3.454295,       0.626929,       0.633262
92,   0.475000,     103.209876,       3.481951,     460.535819,     460.535819,     102.979809,     102.979809,       3.473903,     102.970012,       3.464008,       0.576921,       0.582749
93,   0.476000,     103.217185,       3.489266,     417.605694,     417.605694,     102.987774,     102.987774,       3.481951,     102.979809,       3.473903,       0.587769,       0.593706
94,   0.477000,     103.223808,       3.495883,     376.775600,     376.775600,     102.995016,     102.995016,       3.489266,     102.987774,       3.481951,       0.478047,       0.482876
95,   0.478000,     103.229761,       3.501837,     338.045480,     338.045480,     103.001565,     103.001565,       3.495883,     102.995016,       3.489266,       0.434507,       0.438896
96,   0.479000,     103.235081,       3.507162,     301.415361,     301.415361,     103.007458,     103.007458,       3.501837,     103.001565,       3.495883,       0.393045,       0.397016
97,   0.480000,     103.239819,       3.511895,     266.885245,     266.885245,     103.012733,     103.012733,       3.507162,     103.007458,       3.501837,       0.353663,       0.357236
98,   0.481000,     103.243992,       3.516070,     234.455131,     234.455131,     103.017420,     103.017420,       3.511895,     103.012733,       3.507162,       0.316360,       0.319555
99,   0.482000,     103.247643,       3.519722,     204.125019,     204.125019,     103.021555,     103.021555,       3.516070,     103.017420,       3.511895,       0.281136,       0.283975
100,   0.483000,     103.250809,       3.522886,     175.894909,     175.894909,     103.025168,     103.025168,       3.519722,     103.021555,       3.516070,       0.247990,       0.250495
101,   0.484000,     103.253521,       3.525597,     149.764786,     149.764786,     103.028297,     103.028297,       3.522886,     103.025168,       3.519722,       0.216924,       0.219115
102,   0.485000,     103.255808,       3.527890,     125.734680,     125.734680,     103.030987,     103.030987,       3.525597,     103.028297,       3.522886,       0.187937,       0.189835
103,   0.486000,     103.257723,       3.529800,     103.804562,     103.804562,     103.033252,     103.033252,       3.527890,     103.030987,       3.525597,       0.161028,       0.162655
104,   0.487000,     103.259280,       3.531362,      83.974446,      83.974446,     103.035145,     103.035145,       3.529800,     103.033252,       3.527890,       0.136199,       0.137575
105,   0.488000,     103.260532,       3.532611,      66.244332,      66.244332,     103.036694,     103.036694,       3.531362,     103.035145,       3.529800,       0.113449,       0.114595
106,   0.489000,     103.261501,       3.533582,      50.614220,      50.614220,     103.037931,     103.037931,       3.532611,     103.036694,       3.531362,       0.092777,       0.093715
107,   0.490000,     103.262231,       3.534310,      37.084107,      37.084107,     103.038892,     103.038892,       3.533582,     103.037931,       3.532611,       0.074185,       0.074934
108,   0.491000,     103.262752,       3.534829,      25.653992,      25.653992,     103.039607,     103.039607,       3.534310,     103.038892,       3.533582,       0.057672,       0.058254
109,   0.492000,     103.263095,       3.535176,      16.323879,      16.323879,     103.040121,     103.040121,       3.534829,     103.039607,       3.534310,       0.043237,       0.043674
110,   0.493000,     103.263304,       3.535385,       9.093764,       9.093764,     103.040464,     103.040464,       3.535176,     103.040121,       3.534829,       0.030882,       0.031194
111,   0.494000,     103.263415,       3.535491,       3.963650,       3.963650,     103.040673,     103.040673,       3.535385,     103.040464,       3.535176,       0.020606,       0.020814
112,   0.495000,     103.263453,       3.535529,       0.933536,       0.933536,     103.040777,     103.040777,       3.535491,     103.040673,       3.535385,       0.012408,       0.012534
113,   0.496000,     103.263453,       3.535534,       0.000000,       0.000000,     103.040814,     103.040814,       3.535529,     103.040777,       3.535491,       0.006290,       0.006354
114,   0.497000,     103.263453,       3.535534,       0.000000,       0.000000,     103.040822,     103.040822,       3.535534,     103.040814,       3.535529,       0.002251,       0.002274
115,   0.498000,     103.263453,       3.535534,       0.000000,       0.000000,     103.040822,     103.040822,       3.535534,     103.040822,       3.535534,       0.000290,       0.000293
116,   0.499000,     103.263453,       3.535534,       0.000000,       0.000000,     103.040822,     103.040822,       3.535534,     103.040822,       3.535534,       0.000000,       0.000000
117,   0.500000,     103.263460,       3.535535,       0.212132,       0.212132,     103.040822,     103.040822,       3.535534,     103.040822,       3.535534,       0.000000,       0.000000
118,   0.501000,     103.263468,       3.535543,       0.848528,       0.848528,     103.040822,     103.040822,       3.535535,     103.040822,       3.535534,       0.000000,       0.000000
119,   0.502000,     103.263490,       3.535566,       1.909188,       1.909188,     103.040829,     103.040829,       3.535543,     103.040822,       3.535535,       0.000070,       0.000071
120,   0.503000,     103.263535,       3.535609,       3.394113,       3.394113,     103.040852,     103.040852,       3.535566,     103.040829,       3.535543,       0.000490,       0.000495
121,   0.504000,     103.263602,       3.535681,       5.303301,       5.303301,     103.040896,     103.040896,       3.535609,     103.040852,       3.535566,       0.001330,       0.001344
122,   0.505000,     103.263713,       3.535789,       7.636753,       7.636753,     103.040971,     103.040971,       3.535681,     103.040896,       3.535609,       0.002590,       0.002616
123,   0.506000,     103.263862,       3.535938,      10.394470,      10.394470,     103.041075,     103.041075,       3.535789,     103.040971,       3.535681,       0.004270,       0.004313
124,   0.507000,     103.264056,       3.536137,      13.576451,      13.576451,     103.041224,     103.041224,       3.535938,     103.041075,       3.535789,       0.006370,       0.006435
125,   0.508000,     103.264317,       3.536393,      17.182695,      17.182695,     103.041418,     103.041418,       3.536137,     103.041224,       3.535938,       0.008890,       0.008980
126,   0.509000,     103.264637,       3.536712,      21.213203,      21.213203,     103.041671,     103.041671,       3.536393,     103.041418,       3.536137,       0.011831,       0.011950
127,   0.510000,     103.265025,       3.537103,      25.667975,      25.667975,     103.041992,     103.041992,       3.536712,     103.041671,       3.536393,       0.015191,       0.015344
128,   0.511000,     103.265494,       3.537570,      30.547011,      30.547011,     103.042372,     103.042372,       3.537103,     103.041992,       3.536712,       0.018971,       0.019163
129,   0.512000,     103.266045,       3.538123,      35.850315,      35.850315,     103.042841,     103.042841,       3.537570,     103.042372,       3.537103,       0.023171,       0.023405
130,   0.513000,     103.266686,       3.538768,      41.577879,      41.577879,     103.043385,     103.043385,       3.538123,     103.042841,       3.537570,       0.027791,       0.028072
131,   0.514000,     103.267431,       3.539511,      47.729707,      47.729707,     103.044026,     103.044026,       3.538768,     103.043385,       3.538123,       0.032832,       0.033163
132,   0.515000,     103.268281,       3.540361,      54.305802,      54.305802,     103.044756,     103.044756,       3.539511,     103.044026,       3.538768,       0.038292,       0.038679
133,   0.516000,     103.269249,       3.541324,      61.306155,      61.306155,     103.045598,     103.045598,       3.540361,     103.044756,       3.539511,       0.044172,       0.044618
134,   0.517000,     103.270330,       3.542407,      68.730782,      68.730782,     103.046551,     103.046551,       3.541324,     103.045598,       3.540361,       0.050473,       0.050982
135,   0.518000,     103.271537,       3.543617,      76.579666,      76.579666,     103.047624,     103.047624,       3.542407,     103.046551,       3.541324,       0.057193,       0.057771
136,   0.519000,     103.272885,       3.544962,      84.852814,      84.852814,     103.048824,     103.048824,       3.543617,     103.047624,       3.542407,       0.064333,       0.064983
137,   0.520000,     103.274368,       3.546448,      93.550226,      93.550226,     103.050157,     103.050157,       3.544962,     103.048824,       3.543617,       0.071894,       0.072620
138,   0.521000,     103.276007,       3.548083,     102.671902,     102.671902,     103.051625,     103.051625,       3.546448,     103.050157,       3.544962,       0.079874,       0.080681
139,   0.522000,     103.277795,       3.549873,     112.217849,     112.217849,     103.053242,     103.053242,       3.548083,     103.051625,       3.546448,       0.088275,       0.089166
140,   0.523000,     103.279747,       3.551826,     122.188046,     122.188046,     103.055015,     103.055015,       3.549873,     103.053242,       3.548083,       0.097095,       0.098076
141,   0.524000,     103.281870,       3.553948,     132.582528,     132.582528,     103.056952,     103.056952,       3.551826,     103.055015,       3.549873,       0.106335,       0.107410
142,   0.525000,     103.284173,       3.556247,     143.401260,     143.401260,     103.059053,     103.059053,       3.553948,     103.056952,       3.551826,       0.115996,       0.117168
143,   0.526000,     103.286654,       3.558730,     154.644256,     154.644256,     103.061326,     103.061326,       3.556247,     103.059053,       3.553948,       0.126076,       0.127350
144,   0.527000,     103.289329,       3.561405,     166.311515,     166.311515,     103.063785,     103.063785,       3.558730,     103.061326,       3.556247,       0.136577,       0.137957
145,   0.528000,     103.292197,       3.564277,     178.403039,     178.403039,     103.066437,     103.066437,       3.561405,     103.063785,       3.558730,       0.147498,       0.148987
146,   0.529000,     103.295274,       3.567354,     190.918827,     190.918827,     103.069276,     103.069276,       3.564277,     103.066437,       3.561405,       0.158838,       0.160443
147,   0.530000,     103.298567,       3.570643,     203.858879,     203.858879,     103.072323,     103.072323,       3.567354,     103.069276,       3.564277,       0.170599,       0.172322
148,   0.531000,     103.302076,       3.574151,     217.223209,     217.223209,     103.075579,     103.075579,       3.570643,     103.072323,       3.567354,       0.182779,       0.184626
149,   0.532000,     103.305809,       3.577886,     231.011789,     231.011789,     103.079051,     103.079051,       3.574151,     103.075579,       3.570643,       0.195380,       0.197354
150,   0.533000,     103.309773,       3.581854,     245.224619,     245.224619,     103.082754,     103.082754,       3.577886,     103.079051,       3.574151,       0.208401,       0.210506
151,   0.534000,     103.313982,       3.586062,     259.861741,     259.861741,     103.086680,     103.086680,       3.581854,     103.082754,       3.577886,       0.221841,       0.224082
152,   0.535000,     103.318438,       3.590519,     274.923127,     274.923127,     103.090845,     103.090845,       3.586062,     103.086680,       3.581854,       0.235702,       0.238083
153,   0.536000,     103.323154,       3.595229,     290.397936,     290.397936,     103.095256,     103.095256,       3.590519,     103.090845,       3.586062,       0.249983,       0.252508
154,   0.537000,     103.328116,       3.600198,     305.748079,     305.748079,     103.099920,     103.099920,       3.595229,     103.095256,       3.590519,       0.264684,       0.267357
155,   0.538000,     103.333339,       3.605418,     320.673957,     320.673957,     103.104837,     103.104837,       3.600198,     103.099920,       3.595229,       0.279804,       0.282630
156,   0.539000,     103.338808,       3.610884,     335.175572,     335.175572,     103.110008,     103.110008,       3.605418,     103.104837,       3.600198,       0.295127,       0.298108
157,   0.540000,     103.344508,       3.616588,     349.252922,     349.252922,     103.115417,     103.115417,       3.610884,     103.110008,       3.605418,       0.310114,       0.313246
158,   0.541000,     103.350446,       3.622524,     362.906009,     362.906009,     103.121065,     103.121065,       3.616588,     103.115417,       3.610884,       0.324681,       0.327960
159,   0.542000,     103.356607,       3.628683,     376.134831,     376.134831,     103.126943,     103.126943,       3.622524,     103.121065,       3.616588,       0.338827,       0.342250
160,   0.543000,     103.362978,       3.635059,     388.939390,     388.939390,     103.133038,     103.133038,       3.628683,     103.126943,       3.622524,       0.352554,       0.356115
161,   0.544000,     103.369564,       3.641645,     401.319684,     401.319684,     103.139348,     103.139348,       3.635059,     103.133038,       3.628683,       0.365860,       0.369556
162,   0.545000,     103.376359,       3.648434,     413.275715,     413.275715,     103.145875,     103.145875,       3.641645,     103.139348,       3.635059,       0.378747,       0.382572
163,   0.546000,     103.383340,       3.655419,     424.807454,     424.807454,     103.152595,     103.152595,       3.648434,     103.145875,       3.641645,       0.391213,       0.395165
164,   0.547000,     103.390515,       3.662592,     435.914956,     435.914956,     103.159510,     103.159510,       3.655419,     103.152595,       3.648434,       0.403260,       0.407333
165,   0.548000,     103.397869,       3.669947,     446.598195,     446.598195,     103.166610,     103.166610,       3.662592,     103.159510,       3.655419,       0.414886,       0.419077
166,   0.549000,     103.405401,       3.677476,     456.857169,     456.857169,     103.173889,     103.173889,       3.669947,     103.166610,       3.662592,       0.426093,       0.430397
167,   0.550000,     103.413098,       3.685173,     466.691880,     466.691880,     103.181347,     103.181347,       3.677476,     103.173889,       3.669947,       0.436879,       0.441292
168,   0.551000,     103.420950,       3.693030,     476.102326,     476.102326,     103.188962,     103.188962,       3.685173,     103.181347,       3.677476,       0.447245,       0.451763
169,   0.552000,     103.428960,       3.701041,     485.088509,     485.088509,     103.196740,     103.196740,       3.693030,     103.188962,       3.685173,       0.457192,       0.461810
170,   0.553000,     103.437118,       3.709198,     493.650399,     493.650399,     103.204675,     103.204675,       3.701041,     103.196740,       3.693030,       0.466718,       0.471432
171,   0.554000,     103.445418,       3.717493,     501.788054,     501.788054,     103.212751,     103.212751,       3.709198,     103.204675,       3.701041,       0.475824,       0.480631
172,   0.555000,     103.453845,       3.725922,     509.501472,     509.501472,     103.220962,     103.220962,       3.717493,     103.212751,       3.709198,       0.484511,       0.489405
173,   0.556000,     103.462398,       3.734475,     516.790599,     516.790599,     103.229307,     103.229307,       3.725922,     103.220962,       3.717493,       0.492777,       0.497755
174,   0.557000,     103.471071,       3.743145,     523.655433,     523.655433,     103.237770,     103.237770,       3.734475,     103.229307,       3.725922,       0.500623,       0.505680
175,   0.558000,     103.479847,       3.751927,     530.096032,     530.096032,     103.246354,     103.246354,       3.743145,     103.237770,       3.734475,       0.508050,       0.513181
176,   0.559000,     103.488736,       3.760813,     536.112394,     536.112394,     103.255048,     103.255048,       3.751927,     103.246354,       3.743145,       0.515056,       0.520258
177,   0.560000,     103.497714,       3.769795,     541.704465,     541.704465,     103.263848,     103.263848,       3.760813,     103.255048,       3.751927,       0.521642,       0.526911
178,   0.561000,     103.506789,       3.778867,     546.872243,     546.872243,     103.272744,     103.272744,       3.769795,     103.263848,       3.760813,       0.527808,       0.533140
179,   0.562000,     103.515945,       3.788022,     551.615786,     551.615786,     103.281721,     103.281721,       3.778867,     103.272744,       3.769795,       0.533554,       0.538944
180,   0.563000,     103.525177,       3.797252,     555.935036,     555.935036,     103.290781,     103.290781,       3.788022,     103.281721,       3.778867,       0.538880,       0.544324
181,   0.564000,     103.534475,       3.806551,     559.830051,     559.830051,     103.299923,     103.299923,       3.797252,     103.290781,       3.788022,       0.543787,       0.549279
182,   0.565000,     103.543833,       3.815911,     563.300829,     563.300829,     103.309125,     103.309125,       3.806551,     103.299923,       3.797252,       0.548273,       0.553811
183,   0.566000,     103.553250,       3.825325,     566.347316,     566.347316,     103.318393,     103.318393,       3.815911,     103.309125,       3.806551,       0.552339,       0.557918
184,   0.567000,     103.562705,       3.834787,     568.969510,     568.969510,     103.327714,     103.327714,       3.825325,     103.318393,       3.815911,       0.555985,       0.561601
