name,FINISHED,axes.mach.l.p[X],axes.mach.l.p[Y],axes.mach.l.v[X],axes.mach.l.v[Y],axes.mach.f.p[X],axes.mach.f.p[Y],axes.mach.f.v[X],axes.mach.f.v[Y]
units,sec,mm,mm,mm/min,mm/min,mm,mm,mm/min,mm/min
202,   0.538000,   -1074.897647,   -1266.177058,    -275.019631,   -2386.053801,   -1074.870348,   -1265.615582,       0.000000,       0.000000
203,   0.539000,   -1074.902534,   -1266.217828,    -308.420844,   -2495.880201,   -1074.869633,   -1265.617847,       0.000000,       0.000000
204,   0.540000,   -1074.908018,   -1266.260266,    -344.972787,   -2607.756257,   -1074.869037,   -1265.620470,       0.000000,       0.000000
205,   0.541000,   -1074.914098,   -1266.304731,    -384.888360,   -2721.603289,   -1074.868560,   -1265.623927,       0.000000,       0.000000
206,   0.542000,   -1074.920774,   -1266.351104,    -428.388594,   -2837.333679,   -1074.867964,   -1265.628695,       0.000000,       0.000000
207,   0.543000,   -1074.928403,   -1266.399264,    -475.702733,   -2954.849079,   -1074.867606,   -1265.632629,       0.000000,       0.000000
208,   0.544000,   -1074.936748,   -1266.449571,    -527.067874,   -3074.041307,   -1074.867368,   -1265.637517,       0.000000,       0.000000
209,   0.545000,   -1074.945927,   -1266.501784,    -582.729075,   -3194.789886,   -1074.867129,   -1265.642762,       0.000000,       0.000000
210,   0.546000,   -1074.956179,   -1266.556025,    -642.938800,   -3316.962048,   -1074.866891,   -1265.648603,       0.000000,       0.000000
211,   0.547000,   -1074.967384,   -1266.612411,    -707.956888,   -3440.410718,   -1074.866772,   -1265.655637,       0.000000,       0.000000
212,   0.548000,   -1074.979782,   -1266.670704,    -778.049883,   -3564.974517,   -1074.866652,   -1265.662789,       0.000000,       0.000000
213,   0.549000,   -1074.993372,   -1266.731143,    -853.491034,   -3690.476641,   -1074.866652,   -1265.671015,       0.000000,       0.000000
214,   0.550000,   -1075.008273,   -1266.793728,    -934.559405,   -3816.722631,   -1074.866652,   -1265.679359,       0.000000,       0.000000
215,   0.551000,   -1075.024605,   -1266.858459,   -1021.369435,   -3942.850381,   -1074.866772,   -1265.688658,       0.000000,       0.000000
216,   0.552000,   -1075.042367,   -1266.925216,   -1113.118194,   -4064.885974,   -1074.866891,   -1265.698552,       0.000000,       0.000000
217,   0.553000,   -1075.061679,   -1266.993880,   -1209.660508,   -4182.052463,   -1074.867129,   -1265.709162,       0.000000,       0.000000
218,   0.554000,   -1075.082660,   -1267.064571,   -1310.981400,   -4294.177294,   -1074.867249,   -1265.720725,       0.000000,       0.000000
219,   0.555000,   -1075.105429,   -1267.137051,   -1417.047791,   -4401.084781,   -1074.867606,   -1265.733004,       0.000000,       0.000000
220,   0.556000,   -1075.129986,   -1267.211199,   -1527.809277,   -4502.596557,   -1074.867964,   -1265.746355,       0.000000,       0.000000
221,   0.557000,   -1075.156331,   -1267.287016,   -1643.197685,   -4598.533362,   -1074.868441,   -1265.760541,       0.000000,       0.000000
222,   0.558000,   -1075.184703,   -1267.364502,   -1763.126850,   -4688.713700,   -1074.869037,   -1265.775800,       0.000000,       0.000000
223,   0.559000,   -1075.215101,   -1267.443299,   -1887.493506,   -4772.957861,   -1074.869752,   -1265.792131,       0.000000,       0.000000
224,   0.560000,   -1075.247645,   -1267.523527,   -2016.176730,   -4851.084799,   -1074.870467,   -1265.809536,       0.000000,       0.000000
225,   0.561000,   -1075.282335,   -1267.604947,   -2149.038613,   -4922.917038,   -1074.871421,   -1265.828371,       0.000000,       0.000000
226,   0.562000,   -1075.319290,   -1267.687559,   -2285.923809,   -4988.278449,   -1074.872494,   -1265.847802,       0.000000,       0.000000
227,   0.563000,   -1075.358629,   -1267.771244,   -2426.660657,   -5046.997815,   -1074.873567,   -1265.869260,       0.000000,       0.000000
228,   0.564000,   -1075.400233,   -1267.855763,   -2571.060508,   -5098.907948,   -1074.874997,   -1265.891314,       0.000000,       0.000000
229,   0.565000,   -1075.444341,   -1267.941117,   -2718.919292,   -5143.846571,   -1074.876785,   -1265.915036,       0.000000,       0.000000
230,   0.566000,   -1075.490952,   -1268.027186,   -2870.017067,   -5181.659907,   -1074.879050,   -1265.940309,       0.000000,       0.000000
231,   0.567000,   -1075.540066,   -1268.113852,   -3024.118245,   -5212.199539,   -1074.881673,   -1265.966177,       0.000000,       0.000000
232,   0.568000,   -1075.591683,   -1268.200874,   -3180.973157,   -5235.327333,   -1074.884534,   -1265.994787,       0.000000,       0.000000
233,   0.569000,   -1075.646043,   -1268.288255,   -3340.317607,   -5250.913650,   -1074.888229,   -1266.023278,       0.000000,       0.000000
234,   0.570000,   -1075.703025,   -1268.375874,   -3501.874208,   -5258.840024,   -1074.893355,   -1266.054869,       0.000000,       0.000000
235,   0.571000,   -1075.762749,   -1268.463492,   -3665.352836,   -5258.998722,   -1074.898720,   -1266.086578,       0.000000,       0.000000
236,   0.572000,   -1075.825214,   -1268.551111,   -3830.451071,   -5251.294523,   -1074.903250,   -1266.120791,       0.000000,       0.000000
237,   0.573000,   -1075.890541,   -1268.638492,   -3996.855766,   -5235.645622,   -1074.907660,   -1266.156316,       0.000000,       0.000000
238,   0.574000,   -1075.958490,   -1268.725634,   -4164.242595,   -5211.984515,   -1074.913025,   -1266.193390,       0.000000,       0.000000
239,   0.575000,   -1076.029301,   -1268.812180,   -4332.278520,   -5180.257112,   -1074.919343,   -1266.232252,       0.000000,       0.000000
240,   0.576000,   -1076.102853,   -1268.898249,   -4500.621557,   -5140.426308,   -1074.926615,   -1266.272545,       0.000000,       0.000000
241,   0.577000,   -1076.179266,   -1268.983483,   -4668.922573,   -5092.470199,   -1074.934363,   -1266.314983,       0.000000,       0.000000
242,   0.578000,   -1076.258540,   -1269.068003,   -4836.825728,   -5036.384314,   -1074.942827,   -1266.358614,       0.000000,       0.000000
243,   0.579000,   -1076.340556,   -1269.151330,   -5003.970265,   -4972.180724,   -1074.951887,   -1266.404390,       0.000000,       0.000000
244,   0.580000,   -1076.425314,   -1269.233704,   -5169.990063,   -4899.890721,   -1074.961782,   -1266.451478,       0.000000,       0.000000
245,   0.581000,   -1076.512814,   -1269.314647,   -5334.516764,   -4819.563031,   -1074.972630,   -1266.500592,       0.000000,       0.000000
246,   0.582000,   -1076.603174,   -1269.394279,   -5497.180670,   -4731.265157,   -1074.984193,   -1266.551375,       0.000000,       0.000000
247,   0.583000,   -1076.696038,   -1269.472361,   -5657.610297,   -4635.083377,   -1074.996710,   -1266.603947,       0.000000,       0.000000
248,   0.584000,   -1076.791644,   -1269.548774,   -5815.435499,   -4531.123638,   -1075.010538,   -1266.658306,       0.000000,       0.000000
249,   0.585000,   -1076.889873,   -1269.623280,   -5970.287025,   -4419.511557,   -1075.025201,   -1266.714215,       0.000000,       0.000000
250,   0.586000,   -1076.990724,   -1269.695997,   -6121.800095,   -4300.391078,   -1075.041056,   -1266.772032,       0.000000,       0.000000
251,   0.587000,   -1077.093959,   -1269.766569,   -6269.613504,   -4173.926264,   -1075.058460,   -1266.831398,       0.000000,       0.000000
252,   0.588000,   -1077.199697,   -1269.835114,   -6413.370967,   -4040.300399,   -1075.076699,   -1266.892433,       0.000000,       0.000000
253,   0.589000,   -1077.307701,   -1269.901276,   -6552.724242,   -3899.715990,   -1075.096607,   -1266.955018,       0.000000,       0.000000
254,   0.590000,   -1077.418089,   -1269.965053,   -6687.333137,   -3752.393425,   -1075.118065,   -1267.019391,       0.000000,       0.000000
255,   0.591000,   -1077.530622,   -1270.026326,   -6816.866398,   -3598.572984,   -1075.140715,   -1267.085195,       0.000000,       0.000000
256,   0.592000,   -1077.645302,   -1270.084977,   -6941.002607,   -3438.511714,   -1075.165153,   -1267.152309,       0.000000,       0.000000
257,   0.593000,   -1077.761889,   -1270.140886,   -7059.434205,   -3272.484764,   -1075.191259,   -1267.221212,       0.000000,       0.000000
258,   0.594000,   -1077.880502,   -1270.194054,   -7171.864361,   -3100.783825,   -1075.219035,   -1267.291427,       0.000000,       0.000000
259,   0.595000,   -1078.000903,   -1270.244241,   -7278.011441,   -2923.717350,   -1075.248480,   -1267.362833,       0.000000,       0.000000
260,   0.596000,   -1078.123093,   -1270.291448,   -7377.609015,   -2741.608322,   -1075.280070,   -1267.435551,       0.000000,       0.000000
261,   0.597000,   -1078.246832,   -1270.335555,   -7470.405400,   -2554.795146,   -1075.313330,   -1267.509460,       0.000000,       0.000000
262,   0.598000,   -1078.372121,   -1270.376563,   -7556.167245,   -2363.629639,   -1075.348377,   -1267.584443,       0.000000,       0.000000
263,   0.599000,   -1078.498721,   -1270.414352,   -7634.679079,   -2168.475911,   -1075.385809,   -1267.660499,       0.000000,       0.000000
264,   0.600000,   -1078.626513,   -1270.448804,   -7705.743313,   -1969.710812,   -1075.425148,   -1267.737389,       0.000000,       0.000000
265,   0.601000,   -1078.755498,   -1270.480037,   -7769.182026,   -1767.720804,   -1075.466633,   -1267.815113,       0.000000,       0.000000
266,   0.602000,   -1078.885436,   -1270.507693,   -7824.837863,   -1562.902518,   -1075.510263,   -1267.893672,       0.000000,       0.000000
267,   0.603000,   -1079.016328,   -1270.532012,   -7872.573137,   -1355.660520,   -1075.556278,   -1267.972827,       0.000000,       0.000000
268,   0.604000,   -1079.147816,   -1270.552874,   -7912.273407,   -1146.406978,   -1075.604558,   -1268.052459,       0.000000,       0.000000
269,   0.605000,   -1079.280019,   -1270.570278,   -7943.843901,    -935.559366,   -1075.654984,   -1268.132567,       0.000000,       0.000000
270,   0.606000,   -1079.412580,   -1270.584106,   -7967.213094,    -723.540410,   -1075.707793,   -1268.213034,       0.000000,       0.000000
271,   0.607000,   -1079.545498,   -1270.594358,   -7983.672917,    -510.849338,   -1075.762987,   -1268.293738,       0.000000,       0.000000
272,   0.608000,   -1079.678655,   -1270.601153,   -7994.455397,    -297.794994,   -1075.820565,   -1268.374443,       0.000000,       0.000000
273,   0.609000,   -1079.811931,   -1270.604253,   -7999.553382,     -84.528895,   -1075.880647,   -1268.455148,       0.000000,       0.000000
274,   0.610000,   -1079.945326,   -1270.603895,   -7998.963296,     128.797302,   -1075.942993,   -1268.535852,       0.000000,       0.000000
275,   0.611000,   -1080.078602,   -1270.599961,   -7992.685139,     342.031913,   -1076.008081,   -1268.616319,       0.000000,       0.000000
276,   0.612000,   -1080.211639,   -1270.592570,   -7980.723381,     555.023309,   -1076.075554,   -1268.696308,       0.000000,       0.000000
277,   0.613000,   -1080.344558,   -1270.581484,   -7963.040471,     767.662469,   -1076.145411,   -1268.775702,       0.000000,       0.000000
278,   0.614000,   -1080.477118,   -1270.566940,   -7937.964499,     981.266610,   -1076.217890,   -1268.854618,       0.000000,       0.000000
279,   0.615000,   -1080.609083,   -1270.548820,   -7904.699743,    1196.209230,   -1076.292634,   -1268.932819,       0.000000,       0.000000
280,   0.616000,   -1080.740571,   -1270.527124,   -7863.323092,    1412.068829,   -1076.370120,   -1269.010067,       0.000000,       0.000000
281,   0.617000,   -1080.871224,   -1270.501733,   -7813.932002,    1628.428772,   -1076.450109,   -1269.086480,       0.000000,       0.000000
282,   0.618000,   -1081.000924,   -1270.472765,   -7756.644487,    1844.878457,   -1076.532602,   -1269.161701,       0.000000,       0.000000
283,   0.619000,   -1081.129670,   -1270.440221,   -7691.600025,    2061.014771,   -1076.617479,   -1269.235730,       0.000000,       0.000000
284,   0.620000,   -1081.257224,   -1270.404100,   -7618.955970,    2276.443318,   -1076.704621,   -1269.308448,       0.000000,       0.000000
285,   0.621000,   -1081.383586,   -1270.364404,   -7538.889349,    2490.779087,   -1076.794267,   -1269.379735,       0.000000,       0.000000
286,   0.622000,   -1081.508517,   -1270.321131,   -7451.595515,    2703.648359,   -1076.886177,   -1269.449353,       0.000000,       0.000000
287,   0.623000,   -1081.631899,   -1270.274282,   -7357.285023,    2914.688811,   -1076.980591,   -1269.517422,       0.000000,       0.000000
288,   0.624000,   -1081.753731,   -1270.223975,   -7256.184071,    3123.551756,   -1077.077150,   -1269.583702,       0.000000,       0.000000
289,   0.625000,   -1081.873775,   -1270.170093,   -7148.534954,    3329.901919,   -1077.175975,   -1269.648075,       0.000000,       0.000000
290,   0.626000,   -1081.992030,   -1270.112991,   -7034.591585,    3533.418775,   -1077.276826,   -1269.710422,       0.000000,       0.000000
291,   0.627000,   -1082.108259,   -1270.052433,   -6914.621294,    3733.797446,   -1077.379942,   -1269.770741,       0.000000,       0.000000
292,   0.628000,   -1082.222462,   -1269.988537,   -6788.901687,    3930.749595,   -1077.485204,   -1269.828916,       0.000000,       0.000000
293,   0.629000,   -1082.334518,   -1269.921422,   -6657.719314,    4124.002755,   -1077.592015,   -1269.884706,       0.000000,       0.000000
294,   0.630000,   -1082.444310,   -1269.851089,   -6521.369219,    4313.303232,   -1077.700973,   -1269.938111,       0.000000,       0.000000
295,   0.631000,   -1082.551837,   -1269.777656,   -6380.154043,    4498.414546,   -1077.811718,   -1269.988894,       0.000000,       0.000000
296,   0.632000,   -1082.656980,   -1269.701123,   -6234.380454,    4679.118991,   -1077.924252,   -1270.037293,       0.000000,       0.000000
297,   0.633000,   -1082.759619,   -1269.621730,   -6084.359139,    4855.216742,   -1078.038335,   -1270.082951,       0.000000,       0.000000
298,   0.634000,   -1082.859755,   -1269.539356,   -5930.403471,    5026.527643,   -1078.153729,   -1270.125985,       0.000000,       0.000000
299,   0.635000,   -1082.957268,   -1269.454122,   -5772.827715,    5192.889869,   -1078.271031,   -1270.166397,       0.000000,       0.000000
300,   0.636000,   -1083.052158,   -1269.366264,   -5611.944348,    5354.160815,   -1078.389645,   -1270.203710,       0.000000,       0.000000
301,   0.637000,   -1083.144307,   -1269.275665,   -5448.065847,    5510.216206,   -1078.509212,   -1270.238042,       0.000000,       0.000000
302,   0.638000,   -1083.233833,   -1269.182563,   -5281.498879,    5660.951436,   -1078.629851,   -1270.269632,       0.000000,       0.000000
303,   0.639000,   -1083.320379,   -1269.087076,   -5112.546086,    5806.278884,   -1078.752041,   -1270.298004,       0.000000,       0.000000
304,   0.640000,   -1083.404183,   -1268.989086,   -4941.503406,    5946.130604,   -1078.875065,   -1270.323277,       0.000000,       0.000000
305,   0.641000,   -1083.485126,   -1268.888831,   -4768.658727,    6080.455184,   -1078.998685,   -1270.345449,       0.000000,       0.000000
306,   0.642000,   -1083.563089,   -1268.786430,   -4594.290555,    6209.218204,   -1079.123259,   -1270.364523,       0.000000,       0.000000
307,   0.643000,   -1083.638191,   -1268.681884,   -4418.666661,    6332.402229,   -1079.248667,   -1270.379901,       0.000000,       0.000000
308,   0.644000,   -1083.710432,   -1268.575430,   -4242.043197,    6450.004131,   -1079.374552,   -1270.392776,       0.000000,       0.000000
309,   0.645000,   -1083.779693,   -1268.466949,   -4064.662009,    6562.037319,   -1079.500556,   -1270.401359,       0.000000,       0.000000
310,   0.646000,   -1083.845854,   -1268.356681,   -3886.751086,    6668.527722,   -1079.627037,   -1270.406127,       0.000000,       0.000000
311,   0.647000,   -1083.909154,   -1268.244743,   -3708.522543,    6769.515127,   -1079.753757,   -1270.408034,       0.000000,       0.000000
312,   0.648000,   -1083.969474,   -1268.131137,   -3530.171290,    6865.050495,   -1079.880714,   -1270.406485,       0.000000,       0.000000
313,   0.649000,   -1084.026814,   -1268.015862,   -3351.874575,    6955.195963,   -1080.007553,   -1270.402431,       0.000000,       0.000000
314,   0.650000,   -1084.081292,   -1267.899275,   -3173.790649,    7040.023059,   -1080.134392,   -1270.395160,       0.000000,       0.000000
315,   0.651000,   -1084.132671,   -1267.781258,   -2996.057868,    7119.610459,   -1080.260873,   -1270.383954,       0.000000,       0.000000
316,   0.652000,   -1084.181070,   -1267.661929,   -2818.793580,    7194.046229,   -1080.386996,   -1270.370364,       0.000000,       0.000000
317,   0.653000,   -1084.226608,   -1267.541528,   -2642.093897,    7263.421118,   -1080.512285,   -1270.351887,       0.000000,       0.000000
318,   0.654000,   -1084.269166,   -1267.419934,   -2466.032580,    7327.831686,   -1080.637097,   -1270.331621,       0.000000,       0.000000
319,   0.655000,   -1084.308863,   -1267.297268,   -2290.660143,    7387.376279,   -1080.761433,   -1270.306587,       0.000000,       0.000000
320,   0.656000,   -1084.345579,   -1267.173648,   -2116.003856,    7442.154586,   -1080.884814,   -1270.278692,       0.000000,       0.000000
321,   0.657000,   -1084.379315,   -1267.049193,   -1942.066625,    7492.264509,   -1081.007481,   -1270.247698,       0.000000,       0.000000
322,   0.658000,   -1084.410310,   -1266.923904,   -1768.827550,    7537.803054,   -1081.129193,   -1270.212173,       0.000000,       0.000000
323,   0.659000,   -1084.438324,   -1266.798019,   -1596.240364,    7578.863204,   -1081.249952,   -1270.174861,       0.000000,       0.000000
324,   0.660000,   -1084.463477,   -1266.671300,   -1424.234100,    7615.529895,   -1081.369400,   -1270.132303,       0.000000,       0.000000
325,   0.661000,   -1084.485769,   -1266.544104,   -1252.712533,    7647.881806,   -1081.487417,   -1270.088434,       0.000000,       0.000000
326,   0.662000,   -1084.505200,   -1266.416430,   -1081.554182,    7675.989568,   -1081.603885,   -1270.039558,       0.000000,       0.000000
327,   0.663000,   -1084.521890,   -1266.288280,    -910.612643,    7699.911296,   -1081.719160,   -1269.988656,       0.000000,       0.000000
328,   0.664000,   -1084.535599,   -1266.159773,    -739.716031,    7719.691694,   -1081.832409,   -1269.934177,       0.000000,       0.000000
329,   0.665000,   -1084.546566,   -1266.031027,    -568.667985,    7735.360265,   -1081.943870,   -1269.876242,       0.000000,       0.000000
330,   0.666000,   -1084.554553,   -1265.901923,    -397.247309,    7746.932209,   -1082.053781,   -1269.816160,       0.000000,       0.000000
331,   0.667000,   -1084.559798,   -1265.772820,    -225.208928,    7754.400373,   -1082.161784,   -1269.751549,       0.000000,       0.000000
332,   0.668000,   -1084.562063,   -1265.643477,     -52.284084,    7757.738829,   -1082.267761,   -1269.685745,       0.000000,       0.000000
333,   0.669000,   -1084.561467,   -1265.514255,     121.198855,    7756.907344,   -1082.371473,   -1269.615293,       0.000000,       0.000000
334,   0.670000,   -1084.558010,   -1265.385032,     293.737398,    7751.922011,   -1082.473397,   -1269.543290,       0.000000,       0.000000
335,   0.671000,   -1084.551692,   -1265.255809,     465.499163,    7742.819488,   -1082.573295,   -1269.467592,       0.000000,       0.000000
336,   0.672000,   -1084.542513,   -1265.126944,     636.743568,    7729.618549,   -1082.670689,   -1269.389391,       0.000000,       0.000000
337,   0.673000,   -1084.530473,   -1264.998198,     807.706285,    7712.316513,   -1082.765818,   -1269.309044,       0.000000,       0.000000
338,   0.674000,   -1084.515572,   -1264.869809,     978.598595,    7690.893710,   -1082.858920,   -1269.225001,       0.000000,       0.000000
339,   0.675000,   -1084.497809,   -1264.741898,    1149.607189,    7665.312588,   -1082.949400,   -1269.139886,       0.000000,       0.000000
340,   0.676000,   -1084.477305,   -1264.614344,    1320.893839,    7635.523975,   -1083.037615,   -1269.050717,       0.000000,       0.000000
341,   0.677000,   -1084.453821,   -1264.487386,    1492.595114,    7601.464391,   -1083.123207,   -1268.960476,       0.000000,       0.000000
342,   0.678000,   -1084.427476,   -1264.361024,    1664.822325,    7563.060522,   -1083.206177,   -1268.867016,       0.000000,       0.000000
343,   0.679000,   -1084.398389,   -1264.235258,    1837.661639,    7520.229220,   -1083.286643,   -1268.771887,       0.000000,       0.000000
344,   0.680000,   -1084.366202,   -1264.110327,    2011.174187,    7472.883314,   -1083.364248,   -1268.674493,       0.000000,       0.000000
345,   0.681000,   -1084.331274,   -1263.986230,    2185.396403,    7420.928031,   -1083.439350,   -1268.574715,       0.000000,       0.000000
346,   0.682000,   -1084.293365,   -1263.862967,    2360.339239,    7364.265472,   -1083.511710,   -1268.473625,       0.000000,       0.000000
347,   0.683000,   -1084.252596,   -1263.740778,    2535.990402,    7302.797288,   -1083.580852,   -1268.369675,       0.000000,       0.000000
348,   0.684000,   -1084.208846,   -1263.619661,    2712.313011,    7236.423343,   -1083.647609,   -1268.264890,       0.000000,       0.000000
349,   0.685000,   -1084.162235,   -1263.499618,    2889.247164,    7165.046632,   -1083.711505,   -1268.157601,       0.000000,       0.000000
350,   0.686000,   -1084.112525,   -1263.380766,    3066.710383,    7088.572383,   -1083.772898,   -1268.049002,       0.000000,       0.000000
351,   0.687000,   -1084.059954,   -1263.263345,    3244.598061,    7006.910741,   -1083.831191,   -1267.938852,       0.000000,       0.000000
352,   0.688000,   -1084.004402,   -1263.147235,    3422.784358,    6919.977218,   -1083.886862,   -1267.826915,       0.000000,       0.000000
353,   0.689000,   -1083.945870,   -1263.032675,    3601.122871,    6827.695817,   -1083.939672,   -1267.713904,       0.000000,       0.000000
354,   0.690000,   -1083.884358,   -1262.919664,    3779.447526,    6729.998589,   -1083.989501,   -1267.599106,       0.000000,       0.000000
355,   0.691000,   -1083.819866,   -1262.808442,    3957.573920,    6626.827419,   -1084.036469,   -1267.483592,       0.000000,       0.000000
356,   0.692000,   -1083.752394,   -1262.698889,    4135.300666,    6518.135816,   -1084.080577,   -1267.366290,       0.000000,       0.000000
357,   0.693000,   -1083.682060,   -1262.591124,    4312.408268,    6403.889805,   -1084.121823,   -1267.248392,       0.000000,       0.000000
358,   0.694000,   -1083.608747,   -1262.485385,    4488.663822,    6284.067929,   -1084.160089,   -1267.129302,       0.000000,       0.000000
359,   0.695000,   -1083.532453,   -1262.381673,    4663.819671,    6158.663929,   -1084.195733,   -1267.009139,       0.000000,       0.000000
360,   0.696000,   -1083.453298,   -1262.280226,    4837.614298,    6027.685404,   -1084.228277,   -1266.888380,       0.000000,       0.000000
361,   0.697000,   -1083.371162,   -1262.180805,    5009.775907,    5891.156942,   -1084.257841,   -1266.766667,       0.000000,       0.000000
362,   0.698000,   -1083.286285,   -1262.083888,    5180.022418,    5749.119669,   -1084.284782,   -1266.644359,       0.000000,       0.000000
363,   0.699000,   -1083.198547,   -1261.989236,    5348.061919,    5601.631701,   -1084.308624,   -1266.521335,       0.000000,       0.000000
364,   0.700000,   -1083.108068,   -1261.897087,    5513.595790,    5448.769033,   -1084.329844,   -1266.397834,       0.000000,       0.000000
365,   0.701000,   -1083.014727,   -1261.807680,    5676.320046,    5290.625095,   -1084.347844,   -1266.273737,       0.000000,       0.000000
366,   0.702000,   -1082.918882,   -1261.720777,    5835.924894,    5127.312988,   -1084.363222,   -1266.149282,       0.000000,       0.000000
367,   0.703000,   -1082.820296,   -1261.636734,    5992.098302,    4958.964139,   -1084.375978,   -1266.024590,       0.000000,       0.000000
368,   0.704000,   -1082.719088,   -1261.555552,    6144.526452,    4785.728753,   -1084.385157,   -1265.899420,       0.000000,       0.000000
369,   0.705000,   -1082.615495,   -1261.477232,    6292.895526,    4607.775807,   -1084.390044,   -1265.774488,       0.000000,       0.000000
370,   0.706000,   -1082.509398,   -1261.402011,    6436.892599,    4425.293505,   -1084.392071,   -1265.649080,       0.000000,       0.000000
371,   0.707000,   -1082.400918,   -1261.329770,    6576.209217,    4238.488376,   -1084.392309,   -1265.523791,       0.000000,       0.000000
372,   0.708000,   -1082.290173,   -1261.260748,    6710.539162,    4047.586173,   -1084.389806,   -1265.398622,       0.000000,       0.000000
373,   0.709000,   -1082.177281,   -1261.194825,    6839.583367,    3852.830082,   -1084.385157,   -1265.273452,       0.000000,       0.000000
374,   0.710000,   -1082.062244,   -1261.132360,    6963.049918,    3654.481396,   -1084.378481,   -1265.148520,       0.000000,       0.000000
375,   0.711000,   -1081.945181,   -1261.073112,    7080.655396,    3452.818841,   -1084.368229,   -1265.023708,       0.000000,       0.000000
376,   0.712000,   -1081.826210,   -1261.017203,    7192.126215,    3248.137459,   -1084.354877,   -1264.899492,       0.000000,       0.000000
377,   0.713000,   -1081.705451,   -1260.964870,    7297.199965,    3040.748388,   -1084.339142,   -1264.775395,       0.000000,       0.000000
378,   0.714000,   -1081.583023,   -1260.915875,    7395.628095,    2830.978185,   -1084.320426,   -1264.651895,       0.000000,       0.000000
379,   0.715000,   -1081.459045,   -1260.870457,    7487.173676,    2619.167715,   -1084.298491,   -1264.528990,       0.000000,       0.000000
380,   0.716000,   -1081.333518,   -1260.828614,    7571.616769,    2405.671030,   -1084.273815,   -1264.406800,       0.000000,       0.000000
381,   0.717000,   -1081.206679,   -1260.790229,    7648.752630,    2190.855145,   -1084.246159,   -1264.285326,       0.000000,       0.000000
382,   0.718000,   -1081.078649,   -1260.755539,    7718.394399,    1975.098476,   -1084.215403,   -1264.164567,       0.000000,       0.000000
383,   0.719000,   -1080.949426,   -1260.724425,    7780.370414,    1758.789606,   -1084.181905,   -1264.044762,       0.000000,       0.000000
384,   0.720000,   -1080.819249,   -1260.696888,    7834.533155,    1542.326957,   -1084.145427,   -1263.925910,       0.000000,       0.000000
385,   0.721000,   -1080.688357,   -1260.673046,    7880.749404,    1326.116435,   -1084.105730,   -1263.808250,       0.000000,       0.000000
386,   0.722000,   -1080.556631,   -1260.652781,    7918.909192,    1110.571325,   -1084.063292,   -1263.691664,       0.000000,       0.000000
387,   0.723000,   -1080.424428,   -1260.635972,    7948.924005,     896.110442,   -1084.018111,   -1263.576150,       0.000000,       0.000000
388,   0.724000,   -1080.291748,   -1260.622859,    7970.782220,     683.105551,   -1083.970189,   -1263.461947,       0.000000,       0.000000
389,   0.725000,   -1080.158710,   -1260.613203,    7986.162007,     470.333677,   -1083.919048,   -1263.349056,       0.000000,       0.000000
390,   0.726000,   -1080.025554,   -1260.607123,    7995.863557,     257.227365,   -1083.865047,   -1263.237834,       0.000000,       0.000000
391,   0.727000,   -1079.892278,   -1260.604620,    7999.879718,      43.938142,   -1083.808541,   -1263.127923,       0.000000,       0.000000
392,   0.728000,   -1079.758883,   -1260.605693,    7998.206913,    -169.382310,   -1083.748937,   -1263.019681,       0.000000,       0.000000
393,   0.729000,   -1079.625726,   -1260.610342,    7990.846932,    -382.582331,   -1083.686352,   -1262.913108,       0.000000,       0.000000
394,   0.730000,   -1079.492569,   -1260.618448,    7977.804244,    -595.510304,   -1083.620906,   -1262.808323,       0.000000,       0.000000
395,   0.731000,   -1079.359770,   -1260.630131,    7958.902717,    -807.995182,   -1083.552957,   -1262.705445,       0.000000,       0.000000
396,   0.732000,   -1079.227328,   -1260.645390,    7932.263911,   -1019.599065,   -1083.482265,   -1262.604475,       0.000000,       0.000000
397,   0.733000,   -1079.095364,   -1260.664105,    7897.449732,   -1229.862794,   -1083.408594,   -1262.505412,       0.000000,       0.000000
398,   0.734000,   -1078.964114,   -1260.686398,    7854.539752,   -1438.365988,   -1083.332419,   -1262.408614,       0.000000,       0.000000
399,   0.735000,   -1078.833699,   -1260.712028,    7803.638577,   -1644.692682,   -1083.253503,   -1262.313843,       0.000000,       0.000000
400,   0.736000,   -1078.704119,   -1260.741234,    7744.869590,   -1848.433949,   -1083.171725,   -1262.221456,       0.000000,       0.000000
401,   0.737000,   -1078.575492,   -1260.773659,    7678.377628,   -2049.188018,   -1083.087683,   -1262.131333,       0.000000,       0.000000
402,   0.738000,   -1078.448176,   -1260.809422,    7604.328096,   -2246.562168,   -1083.001137,   -1262.043715,       0.000000,       0.000000
403,   0.739000,   -1078.322053,   -1260.848522,    7522.907853,   -2440.173849,   -1082.911849,   -1261.958480,       0.000000,       0.000000
404,   0.740000,   -1078.197479,   -1260.890841,    7434.320301,   -2629.650906,   -1082.820058,   -1261.875868,       0.000000,       0.000000
405,   0.741000,   -1078.074336,   -1260.936141,    7338.789403,   -2814.634144,   -1082.726240,   -1261.795878,       0.000000,       0.000000
406,   0.742000,   -1077.952862,   -1260.984540,    7236.555666,   -2994.776890,   -1082.629800,   -1261.718512,       0.000000,       0.000000
407,   0.743000,   -1077.833176,   -1261.035919,    7127.876133,   -3169.746771,   -1082.531214,   -1261.644125,       0.000000,       0.000000
408,   0.744000,   -1077.715278,   -1261.090159,    7013.023943,   -3339.226618,   -1082.430482,   -1261.572480,       0.000000,       0.000000
