name,FINISHED,axes.mach.l.p[X],axes.mach.l.p[Y],axes.mach.l.p[C],axes.mach.f.p[X],axes.mach.f.p[Y],axes.mach.f.p[C]
units,sec,mm,mm,deg,mm,mm,deg
0,   0.000000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
1,   0.001000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
2,   0.002000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
3,   0.006000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
4,   0.007000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
5,   0.008000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
6,   0.009000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
7,   0.010000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
8,   0.011000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
9,   0.013000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
10,   0.014000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
11,   0.015000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
12,   0.023000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
13,   0.024000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
14,   0.025000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
15,   0.026000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
16,   0.027000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
17,   0.033000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
18,   0.034000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
19,   0.035000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
20,   0.038000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
21,   0.039000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
22,   0.040000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
23,   0.041000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
24,   0.046000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
25,   0.047000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
26,   0.048000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
27,   0.049000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
28,   0.055000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
29,   0.056000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
30,   0.057000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
31,   0.067000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
32,   0.068000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
33,   0.071000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
34,   0.072000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
35,   0.074000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
36,   0.075000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
37,   0.076000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
38,   0.077000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
39,   0.078000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
40,   0.079000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
41,   0.080000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
42,   0.081000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
43,   0.082000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
44,   0.083000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
45,   0.084000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
46,   0.085000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
47,   0.086000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
48,   0.087000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
49,   0.088000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
50,   0.089000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
51,   0.090000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
52,   0.091000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
53,   0.092000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
54,   0.095000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
55,   0.096000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
56,   0.097000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
57,   0.098000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
58,   0.099000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
59,   0.100000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
60,   0.102000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
61,   0.103000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
62,   0.104000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
63,   0.105000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
64,   0.106000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
65,   0.108000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
66,   0.109000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
67,   0.110000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
68,   0.111000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
69,   0.113000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
70,   0.114000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
71,   0.115000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
72,   0.116000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
73,   0.117000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
74,   0.118000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
75,   0.119000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
76,   0.120000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
77,   0.121000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
78,   0.123000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
79,   0.124000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
80,   0.125000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
81,   0.126000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
82,   0.127000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
83,   0.128000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
84,   0.130000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
85,   0.131000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
86,   0.135000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
87,   0.136000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
88,   0.137000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
89,   0.138000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
90,   0.139000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
91,   0.140000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
92,   0.141000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
93,   0.142000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
94,   0.147000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
95,   0.148000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
96,   0.149000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
97,   0.150000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
98,   0.151000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
99,   0.158000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
100,   0.159000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
101,   0.160000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
102,   0.167000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
103,   0.168000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
104,   0.169000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
105,   0.170000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
106,   0.176000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
107,   0.177000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
108,   0.178000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
109,   0.179000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
110,   0.180000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
111,   0.181000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
112,   0.182000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
113,   0.183000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
114,   0.184000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
115,   0.188000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
116,   0.189000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
117,   0.190000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
118,   0.192000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
119,   0.193000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
120,   0.195000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
121,   0.196000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
122,   0.197000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
123,   0.198000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
124,   0.199000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
125,   0.200000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
126,   0.201000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
127,   0.202000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
128,   0.206000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
129,   0.207000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
130,   0.208000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
131,   0.209000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
132,   0.210000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
133,   0.211000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
134,   0.215000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
135,   0.216000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
136,   0.217000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
137,   0.219000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
138,   0.220000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
139,   0.221000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
140,   0.228000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
141,   0.229000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
142,   0.230000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
143,   0.231000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
144,   0.233000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
145,   0.234000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
146,   0.235000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
147,   0.236000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
148,   0.237000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
149,   0.238000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
150,   0.239000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
151,   0.242000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
152,   0.243000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
153,   0.244000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
154,   0.245000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
155,   0.246000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
156,   0.248000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
157,   0.249000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
158,   0.250000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
159,   0.251000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
160,   0.257000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
161,   0.258000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
162,   0.259000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
163,   0.260000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
164,   0.263000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
165,   0.264000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
166,   0.265000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
167,   0.267000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
168,   0.268000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
169,   0.269000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
170,   0.275000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
171,   0.276000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
172,   0.277000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
173,   0.280000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
174,   0.281000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
175,   0.282000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
176,   0.285000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
177,   0.286000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
178,   0.287000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
179,   0.288000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
180,   0.289000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
181,   0.290000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
182,   0.291000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
183,   0.295000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
184,   0.296000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
185,   0.298000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
186,   0.299000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
187,   0.305000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
188,   0.306000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
189,   0.307000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
190,   0.308000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
191,   0.310000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
192,   0.311000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
193,   0.313000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
194,   0.314000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
195,   0.315000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
196,   0.316000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
197,   0.317000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
198,   0.318000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
199,   0.319000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
200,   0.321000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
201,   0.322000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
202,   0.323000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
203,   0.324000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
204,   0.325000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
205,   0.326000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
206,   0.327000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
207,   0.328000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
208,   0.329000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
209,   0.330000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
210,   0.331000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
211,   0.332000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
212,   0.333000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
213,   0.334000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
214,   0.335000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
215,   0.336000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
216,   0.337000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
217,   0.338000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
218,   0.339000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
219,   0.343000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
220,   0.344000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
221,   0.345000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
222,   0.346000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
223,   0.352000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
224,   0.353000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
225,   0.354000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
226,   0.357000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
227,   0.358000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
228,   0.363000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
229,   0.364000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
230,   0.367000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
231,   0.368000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
232,   0.369000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
233,   0.370000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
234,   0.371000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
235,   0.372000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
236,   0.373000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
237,   0.379000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
238,   0.380000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
239,   0.381000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
240,   0.384000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
241,   0.385000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
242,   0.386000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
243,   0.387000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
244,   0.388000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
245,   0.389000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
246,   0.393000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
247,   0.394000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
248,   0.395000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
249,   0.397000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
250,   0.398000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
251,   0.399000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
252,   0.403000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
253,   0.404000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
254,   0.405000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
255,   0.406000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
256,   0.407000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
257,   0.408000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
258,   0.409000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
259,   0.410000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
260,   0.411000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
261,   0.412000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
262,   0.413000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
263,   0.415000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
264,   0.416000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
265,   0.417000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
266,   0.418000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
267,   0.419000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
268,   0.420000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
269,   0.421000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
270,   0.422000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
271,   0.423000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
272,   0.426000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
273,   0.427000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
274,   0.428000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
275,   0.429000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
276,   0.430000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
277,   0.432000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
278,   0.433000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
279,   0.434000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
280,   0.435000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
281,   0.436000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
282,   0.437000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
283,   0.442000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
284,   0.443000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
285,   0.444000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
286,   0.445000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
287,   0.446000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
288,   0.447000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
289,   0.455000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
290,   0.456000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
291,   0.457000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
292,   0.458000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
293,   0.459000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
294,   0.460000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
295,   0.465000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
296,   0.466000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
297,   0.467000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
298,   0.468000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
299,   0.469000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
300,   0.471000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000000
301,   0.472000,     515.864015,    1445.382953,       0.000000,     515.864015,    1445.382953,       0.000007
